festival,lugar,fecha_inicio,fecha_fin,duracion,cod_postal,latitud,longitud,provincia,localidad,artistas,estilos,enlace_foto,cartel_peq,gratuito,habitantes,tamaño_localidad,mes,costa,comunidad_autonoma,electronica,indie,rock,pop
SonRías Baixas 2023,Recinto Multiusos da Estacada,2023-08-03,2023-08-05,3,36930,42.325401,-8.787413,Pontevedra,Bueu,"['Natos y Waor', 'Macaco', 'Arde Bogotá', 'Boikot', 'La Pegatina', 'Dubioza kolektiv', 'Lendakaris Muertos', 'Grande Amore', 'Lía Kali', 'Queralt Lahoz', 'Santa Salut', 'Tremenda Jauría', 'Cool Nenas', 'ETS', 'La Ganga Calé', 'Laura LaMontagne & PicoAmperio', 'María de Juan', 'Muyayo Rif', 'Ninhodelosrecaos DJ', 'Samuraï']","['rock', 'pop', 'fusion', 'rap', 'ska']",https://fanmusicfest.b-cdn.net/sites/default/files/331067723_471573618372522_460425655517446617_n.jpeg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/sonrias_2.jpg?itok=3TLz6qmf,False,11978,10K - 50K,Agosto,True,Galicia,False,False,True,True
SOM Festival Castelló 2023,Real Club Náutico de Castellón,2023-08-04,2023-08-20,17,12100,39.97053,0.014745,Castellón,Puerto de Castellón,"['Raphael', 'Ara Malikian', 'Antonio Orozco', 'Dellafuente', 'Nacha Pop', 'OBK', 'Rafa Sánchez (La Unión)', 'Seguridad Social', 'Sofía Ellar', 'Comandante Lara', 'Ramírez', 'Rozalla', 'Whigfield']","['pop', 'hip-hop', 'flamenco']",https://fanmusicfest.b-cdn.net/sites/default/files/330898603_888910382335780_8338589842565597591_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/som_0.jpg?itok=hbIsGGy7,False,10468,10K - 50K,Agosto,True,Comunidad Valenciana,False,False,False,True
Boombastic Day Costa del Sol 2023,Marenostrum Fuengirola,2023-08-12,2023-08-12,1,29640,36.524777,-4.628699,Málaga,Fuengirola,['Bizarrap'],"['pop', 'electronic', 'hip-hop', 'urban']",https://fanmusicfest.b-cdn.net/sites/default/files/337691443_661755919089239_2519664290545896743_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/332230662_2615571201918501_4494198821912251381_n.jpg?itok=iPrJrYgv,False,83226,50K - 100K,Agosto,True,Andalucía,True,False,False,True
Cabaret Festival El Puerto de Santa María 2023,Real Plaza de Toros,2023-08-15,2023-08-20,6,11500,36.596787,-6.232767,Cádiz,El Puerto de Santa María,"['El Barrio', 'God Save the Queen']",['pop'],https://fanmusicfest.b-cdn.net/sites/default/files/god_0.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/326894037_3396963333954500_1752220200921548907_n.jpg?itok=_6us5FxR,False,89435,50K - 100K,Agosto,True,Andalucía,False,False,False,True
Rototom Sunsplash 2023,Recinto de Festivales (Benicàssim),2023-08-16,2023-08-22,7,12560,40.048249,0.048687,Castellón,Benicássim,"['UB40', 'Trueno', 'Gentleman', 'Zoo', 'Adala', 'Anthony B', 'Channel One', 'Don Letts', 'Dub Fx', 'Kabaka Pyramid', ""L'Entourloop"", 'Las Ninyas del Corro', 'Linval Thompson', 'Pongo', 'Protoje', 'Steel Pulse', 'Tiken Jah Fakoly', 'Train To Roots', 'Vandal', 'Barrington Levy', 'Biga Ranx', 'Capleton', 'Chi Ching Ching', 'Code Red Sound', 'Dj Lion']","['reggae', 'ska', 'dub', 'dancehall']",https://fanmusicfest.b-cdn.net/sites/default/files/rototom_1.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/291004266_10159002309211743_2727199934734628131_n.jpg?itok=aITM7BmN,False,19507,10K - 50K,Agosto,True,Comunidad Valenciana,False,False,False,False
Boombastic Festival Alicante 2023,Área 12,2023-08-17,2023-08-19,3,03009,38.377604,-0.506809,Alicante,Alicante,"['Bizarrap', 'Duki', 'Bad Gyal', 'Ayax y Prok', 'Bely Basarte', 'Danny Ocean', 'Funzo & Baby Loud', 'Jaime Lorente', 'Juancho Marqués', 'Maikel Delacalle', 'Marlon', 'Ptazeta', 'Trueno', 'Costa', 'Daviles de Novelda', 'Lali', 'Rojuu', 'Taburete', 'Villano Antillano', 'Álvaro de Luna', 'Acereda', 'Aleesha', 'Almacor', 'Ben Yart', 'Blvck Seal']","['pop', 'electronic', 'hip-hop', 'urban']",https://fanmusicfest.b-cdn.net/sites/default/files/332230662_2615571201918501_4494198821912251381_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/337691443_661755919089239_2519664290545896743_n.jpg?itok=2SSvbbIC,False,338577,100K - 500K,Agosto,True,Comunidad Valenciana,True,False,False,True
Rabolagartija Festival 2023,Polideportivo Municipal de Villena,2023-08-17,2023-08-19,3,03400,38.631858,-0.846634,Alicante,Villena,"['Desakato', 'La M.O.D.A.', 'La Pegatina', 'Macaco', 'Mala Rodríguez', 'Boikot', 'Dubioza kolektiv', 'Green Valley', 'Lendakaris Muertos', 'Los Chikos del Maíz', 'Narco', 'Talco', 'Zoo', 'Ciudad Jara', 'El Canijo de Jerez', 'Los De Marras', 'Mafalda', 'Dremen', 'ETS', 'Ill Pekeño', 'J Abecia', 'Mario Díaz', 'Mr. Kilombo', 'Muerdo', 'Raule']","['rock', 'hip-hop', 'fusion', 'funk', 'flamenco']",https://fanmusicfest.b-cdn.net/sites/default/files/332325181_6086352371417503_2387843478905134568_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/cartel%20rabolagartija%202022_1.jpg?itok=19mJ4yPC,False,33969,10K - 50K,Agosto,True,Comunidad Valenciana,False,False,True,False
Mediterránea Festival 2023,Parc de la Festa,2023-08-18,2023-08-19,2,46702,38.964906,-0.175695,Valencia,Gandía,"['Vetusta Morla', 'Antònia Font', 'Miss Caffeina', 'Arde Bogotá', 'Cariño', ""Derby Motoreta's Burrito Kachimba"", 'La Fúmiga', 'DePol', 'Don Flúor', 'Els Amics De Les Arts', 'Maren', 'Nunatak', ""We Are Not Dj's"", 'Anora Kito', 'B Jones', 'Bimba DJ', 'DJ Silencioso', 'Diego Hache', 'Peligro', 'Raule', 'Ubeda DJ', 'Willy DJ']","['indie', 'pop', 'fusion']",https://fanmusicfest.b-cdn.net/sites/default/files/338734982_914240836563421_7159128530801870945_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/cartel_medi.png?itok=MuxMb0J5,False,75911,50K - 100K,Agosto,True,Comunidad Valenciana,False,True,False,True
Noches de la Maestranza 2023,Plaza de Toros de La Maestranza,2023-09-01,2023-09-16,16,41001,37.386015,-5.998406,Sevilla,Sevilla,"['Carlos Rivera', 'David Bisbal', 'India Martínez', 'Joaquín Sabina', 'Pablo Alborán', 'Raphael']","['pop', 'singer-songwriter']",https://fanmusicfest.b-cdn.net/sites/default/files/bisbal_0.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/maestranza.jpg?itok=Sl4VRM1O,False,681998,500K - 1M,Septiembre,False,Andalucía,False,False,False,True
GrimalRock 2023,GrimalRock,2023-09-02,2023-09-02,1,36600,39.83865,-6.347661,Cáceres,Grimaldo,sin artistas,"['rock', 'metal', 'punk', 'fusion', 'heavy metal']",https://fanmusicfest.b-cdn.net/sites/default/files/325729308_713279837057072_8814567536571724362_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/298829867_499148282015267_8259995160654780471_n_1.jpg?itok=jckgBauX,True,37677,10K - 50K,Septiembre,False,Extremadura,False,False,True,False
Beltane Fest 2023,Polideportivo Municipal de Comillas,2023-09-02,2023-09-02,1,39520,43.387616,-4.285558,Cantabria,Comillas,sin artistas,"['rock', 'punk', 'rap', 'ska']",https://fanmusicfest.b-cdn.net/sites/default/files/331537246_912144260007478_4676490434489961716_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/fb_img_1654068494866.jpg?itok=PhVzSQVh,False,2126,0 - 5K,Septiembre,True,Cantabria,False,False,True,False
Festival Revenidas 2023,Porto de Vilaxoán,2023-09-07,2023-09-10,4,36600,42.587613,-8.790092,Pontevedra,Vilagarcía de Arousa,"['Ska-p', 'Desakato', 'Zoo', 'Los Chikos del Maíz', 'Rodrigo Cuevas', 'Sara Hebe', 'Tropa do Carallo', 'Ana Tijoux', 'Dakidarría', 'Heredeiros Da Crus', 'Me Fritos And The Gimme Cheetos', 'Arrhythmia', 'Fillas de Cassandra', 'KIZA', 'Lamatumbá', 'O Rabelo', 'Rebeliom do Inframundo', 'The Skarnivals']","['rock', 'punk', 'fusion', 'rap', 'latin']",https://fanmusicfest.b-cdn.net/sites/default/files/334680869_172763705105692_7579915998970067261_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/301045452_5487464687942942_6763103988457554502_n.jpg?itok=mLNlDzvx,False,37677,10K - 50K,Septiembre,True,Galicia,False,False,True,False
Vive Latino Zaragoza 2023,Recinto Expo,2023-09-08,2023-09-09,2,50018,41.667462,-0.901319,Zaragoza,Zaragoza,"['Juanes', 'Viva Suecia', 'Andrés Calamaro', 'Fuel Fandango', 'Jorge Drexler', 'M-Clan', 'Carolina Durante', 'Delaporte', 'Elefantes', 'Julieta Venegas', 'Los Zigarros', 'Morgan', 'Muchachito Bombo Infierno', 'Natalia Lacunza', 'Sidecars', 'Xoel López', 'Ana Tijoux', 'Carla Morrison', 'Dani Fernández', 'Depedro', 'Lila Downs', 'Los Fabulosos Cadillacs', 'Sara Hebe', 'Sexy Zebras', 'Tachenko']","['rock', 'indie', 'pop', 'hip-hop', 'folk']",https://fanmusicfest.b-cdn.net/sites/default/files/333774037_1627409941067011_3259513043760096340_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/fb_img_1654066815058.jpg?itok=LEv7EcQE,False,673010,500K - 1M,Septiembre,False,Aragón,False,True,True,True
Canteira Fest 2023,Recinto Canteira Fest,2023-09-15,2023-09-16,2,36141,42.352162,-8.620459,Pontevedra,Vilaboa,sin artistas,"['folk', 'fusion']",https://fanmusicfest.b-cdn.net/sites/default/files/333565208_688185123048018_5052518846191960800_n_0.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/298617749_486300516830538_5801943921058532449_n.jpg?itok=tWjh245S,False,6004,5K - 10K,Septiembre,True,Galicia,False,False,False,False
Festival Boreal 2023,Antiguo Convento de San Sebastián de Los Silos,2023-09-21,2023-09-24,4,38435,28.365597,-16.817232,Santa Cruz de Tenerife,Los Silos,sin artistas,"['hip-hop', 'folk', 'fusion', 'rap', 'latin']",https://fanmusicfest.b-cdn.net/sites/default/files/boreal_2.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/297460758_2119676538204890_1158686419006307210_n.jpg?itok=hm2pk35B,True,4644,0 - 5K,Septiembre,True,Canarias,False,False,False,False
Festardor 2023,Puerto de Sagunto,2023-10-11,2023-10-14,4,46520,39.655754,-0.217789,Valencia,Sagunto,"['SFDK', 'Boikot', 'Narco', 'Green Valley', 'Kaze', 'Segismundo Toxicómano', 'Zoo', 'Buhos', 'Hard GZ', 'La Sra. Tomasa', 'Lágrimas De Sangre', 'Smoking Souls', 'Sons of Aguirre', 'Xavi Sarrià', 'Cactus', 'DJ Plan B', 'Jarfaiter', 'Killah Man', 'Maluks', 'Milenrama']","['rock', 'metal', 'punk', 'hip-hop']",https://fanmusicfest.b-cdn.net/sites/default/files/330834295_1293588734536979_6750086446086220008_n.jpeg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/xdias.jpg?itok=QLET4uIw,False,68066,50K - 100K,Octubre,True,Comunidad Valenciana,False,False,True,False
Sierrasur Ecofestival (Otoño) 2023,Área recreativa Arroyomolinos (La Playita),2023-10-13,2023-10-14,2,11688,36.815469,-5.375233,Cádiz,Zahara de la Sierra,"['Elefantes', 'Nena Daconte', 'Mr. Kilombo', 'Raule', 'Danié', 'Javi Medina']","['fusion', 'funk', 'flamenco', 'mestizaje']",https://fanmusicfest.b-cdn.net/sites/default/files/335328291_1228276181395988_7499230533262215264_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/306958603_5437851919641453_7492930595233828549_n.jpg?itok=iCrzEp_Q,False,1371,0 - 5K,Octubre,True,Andalucía,False,False,False,False
Castañazo Rock 2023,Mercado ganadero,2023-10-27,2023-10-28,2,27516,42.605742,-7.764287,Lugo,Chantada,sin artistas,"['rock', 'punk', 'hip-hop', 'rap', 'punk rock']",https://fanmusicfest.b-cdn.net/sites/default/files/castanazo.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/cartel%20casta%C3%B1azo%20rock%202019_1.jpg?itok=CU0FSQcg,False,8083,5K - 10K,Octubre,True,Galicia,False,False,True,False
Miranda Urban Festival 2023,La Fábrica de Tornillos,2023-02-03,2023-02-04,2,09200,42.682562,-2.942104,Burgos,Miranda de Ebro,"['Green Valley', 'Parabellum', 'Huntza', 'Bicho Humano', 'Ciencia Escrita', 'La Cosecha Mestizaje Band', 'La SDJ Crew', 'MDE Click', 'Memocracia', 'The Silence Street']","['rock', 'punk', 'hip-hop', 'fusion', 'rap']",https://fanmusicfest.b-cdn.net/sites/default/files/325273603_1235714303969894_1970914418940524478_n_0.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/miranda.jpg?itok=UdI3hnKD,False,35239,10K - 50K,Febrero,False,Castilla y León,False,False,True,False
Inverfest 2023,Varias localizaciones,2023-01-06,2023-02-05,31,28001,40.416341,-3.702028,Madrid,Madrid,"['Camela', 'Morgan', 'Rulo y la contrabanda', 'Amaia', 'Depedro', ""Derby Motoreta's Burrito Kachimba"", 'Funambulista', 'Guitarricadelafuente', 'Iseo & Dodosound', 'Los Zigarros', 'Carlos Núñez', 'Miren', 'Núria Graham', 'Second', 'Sexy Zebras', 'Amatria', 'Anabel Lee', 'Antílopez', 'Belén Aguilera', 'Christina Rosenvinge', 'Club del río', 'Eladio y Los Seres Queridos', 'Gilipojazz', 'Irenegarry', 'Israel Fernández']","['rock', 'pop', 'folk', 'singer-songwriter']",https://fanmusicfest.b-cdn.net/sites/default/files/317999823_569991985134215_9116327143964102368_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/cartel%20inverfest%202022.jpeg?itok=alDCpn-M,False,3280782,2M - 3.2M,Enero,False,Madrid,False,False,True,True
Gazpatxo Rock 2023,Patio Escuelas,2023-02-10,2023-02-11,2,46620,39.061341,-1.062203,Valencia,Ayora,"['Desakato', 'Reincidentes', 'Segismundo Toxicómano', 'Kaos Urbano', 'Narco', 'Smoking Souls', 'Bala', 'Amarillo Fiesta', 'Knibal', 'Prozak Soup', 'XpresidentX']","['rock', 'punk', 'hip-hop', 'ska']",https://fanmusicfest.b-cdn.net/sites/default/files/316530107_667470014758836_1776247026918233385_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/cartel%20gazpatxo%20rock%202022.jpg?itok=C9Tsh_Wj,False,5187,5K - 10K,Febrero,True,Comunidad Valenciana,False,False,True,False
40 Minutu Rock 2023,Landako Gunea,2023-02-25,2023-02-25,1,48200,43.171465,-2.630598,Vizcaya,Durango,"['Bulego', 'Merina Gris', 'Rotten XIII', 'Brigade Loco', 'Huntza', 'Perlata', 'Skabidean', 'Unidad Alavesa', 'Bengo', 'Dupla', 'Iheskide', 'Lukiek', 'Ginger']","['rock', 'punk', 'hip-hop', 'folk', 'ska']",https://fanmusicfest.b-cdn.net/sites/default/files/317374836_508316111340538_7125775942053807084_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/78175155_2750001038400190_8295574721991278592_o.jpg?itok=ViK1cWqK,False,29609,10K - 50K,Febrero,True,País Vasco,False,False,True,False
Pirata Fallas 2023,Jardines de Viveros,2023-03-02,2023-03-02,1,46001,39.480593,-0.367742,Valencia,Valencia,"['Ayax y Prok', 'Hoke & Louis Amoeba', 'Poetas Puestos']","['rock', 'hip-hop', 'fusion', 'urban', 'mestizaje']",https://fanmusicfest.b-cdn.net/sites/default/files/pirata-fallas-23.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/334832807_1392347181541823_5795557147782526742_n.jpg?itok=JVWmnj1E,False,792492,500K - 1M,Marzo,True,Comunidad Valenciana,False,False,True,False
Granada 100% Mujer 2023,Palacio Quinta Alegre,2023-03-11,2023-03-11,1,18008,37.164002,-3.587776,Granada,Granada,"['Rozalén', 'Anni B Sweet', 'Rebeca', 'Maui', 'The Grooves', 'Ana Sola', 'Asaari Bibang', 'Banda Futura', 'Begoña Bang-Matu', 'Bloco Yemanjá', 'Carmelita Dinamita', 'Las Poderío', 'Lily Colombia', 'Mane Ferret', 'Nana Pure', 'Patricia Rodríguez', 'Pilar Alonso', 'Rebeca Lane', 'Samara Fernández', 'Sés', 'Zoila Martin']","['fusion', 'mestizaje']",https://fanmusicfest.b-cdn.net/sites/default/files/cartel-100-mujer-ins-completo.jpeg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/cartel-100-mujer-1-724x1024.jpg?itok=7wqDmqK0,False,228682,100K - 500K,Marzo,True,Andalucía,False,False,False,False
Live Las Ventas 2023,Plaza de Toros de Las Ventas,2023-02-04,2023-03-18,43,28001,40.432147,-3.663283,Madrid,Madrid,"['Juan Magan', 'Nach', 'Álvaro de Luna', 'Brothers in Band', 'El Arrebato', 'Al Safir', 'El Duende Callejero', 'Emilia']","['indie', 'pop', 'hip-hop', 'reggaeton']",,,,3280782,2M - 3.2M,Febrero,False,Madrid,False,True,False,True
Senior Festival 2023,Plaza de la Música,2023-03-18,2023-03-19,2,35010,28.129957,-15.450189,Las Palmas,Las Palmas de Gran Canaria,"['Boney M.', 'Francisco', 'Los Diablos', 'Tennessee', 'Fórmula V', 'Los Manolos', 'Micky', 'Lorenzo Santamaría', 'Sandro Giacobbe']","['rock', 'pop']",https://fanmusicfest.b-cdn.net/sites/default/files/326112122_1326506061524791_4199394912368806530_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/senior.jpg?itok=EdBKjubB,False,378797,100K - 500K,Marzo,True,Canarias,False,False,True,True
Alabordaje Fest 2023,Pabellón De La Cantábrica,2023-03-25,2023-03-25,1,39610,43.398179,-3.817287,Cantabria,Astillero,"['El Canijo de Jerez', 'Balkan Bomba', 'Covertizo', 'Insurrectos', 'Martes Martes', 'De perdidos al trío', 'The Chigros', 'Compañeras de Piso']","['rock', 'punk', 'fusion', 'punk rock']",https://fanmusicfest.b-cdn.net/sites/default/files/321782644_562319785351289_185900276053055975_n_1.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/275291832_2459528170851237_7720152621257180801_n.jpg?itok=H1UfsNdb,False,18153,10K - 50K,Marzo,True,Cantabria,False,False,True,False
Primavera Trompetera 2023,Circuito de Jerez,2023-03-30,2023-04-01,3,11405,36.70935,-6.034155,Cádiz,Jerez de la Frontera,"['Natos y Waor', 'SFDK', 'Ayax y Prok', 'Boikot', 'Delaossa', 'El Canijo de Jerez', 'Fernandocosta', 'La Pegatina', 'Los Chikos del Maíz', 'Muchachito Bombo Infierno', 'RVFV', 'Recycled J', 'Reincidentes', 'Eskorzo', 'Foyone', 'Hens', 'Kaydy Cain', 'Lennis Rodríguez', 'Narco', 'Abocajarro', 'Bejo', 'Carlos Slork', 'Chagar', 'Che Sudaka', 'DJ Nexxa']","['rock', 'fusion', 'rap', 'urban', 'reggae']",https://fanmusicfest.b-cdn.net/sites/default/files/334037274_777727643328804_3042028569400070604_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/274574791_3192327164368424_2081304664690478655_n.jpg?itok=Xij-_8CH,False,212730,100K - 500K,Marzo,True,Andalucía,False,False,True,False
Minifestival de Música Independiente 2023,Casino de Hostafrancs,2023-02-25,2023-02-25,1,08001,41.377831,2.143197,Barcelona,Barcelona,"['Close Lobsters', 'David Christian', 'Cheerbleederz', 'ME REX', 'Martha Durham', 'Simon Love']","['rock', 'indie', 'alternative']",https://fanmusicfest.b-cdn.net/sites/default/files/316162364_469423571844153_6588640784620537312_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/cartel%20mini%20festival%202022.jpg?itok=xMiRgkd1,False,1636193,1M - 2M,Febrero,True,Cataluña,False,True,True,False
Madrid Popfest 2023,Sala Galileo Galilei,2023-03-03,2023-03-04,2,28001,40.438472,-3.709795,Madrid,Madrid,"['Amor Butano', 'Caliza', 'Cheerbleederz', 'El Buen Hijo', 'Pájara Rey', 'The Orchids', 'Las Petunias', 'The Death Of Pop', 'Arroz y Pasta', 'Holiday Ghosts', 'Pi Ja Ma']","['indie', 'pop', 'indie pop', 'alternative']",https://fanmusicfest.b-cdn.net/sites/default/files/madird.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/cartel%20madrid%20pop%20fest%202022.png?itok=LGD_L7DK,False,3280782,2M - 3.2M,Marzo,False,Madrid,False,True,False,True
Horteralia Madrid 2023,IFEMA,2023-03-18,2023-03-18,1,28001,40.467845,-3.617305,Madrid,Madrid,"['Ojete Calor', 'Karina', 'Nancys Rubias', 'Raúl', 'Rosa López', 'Ku Minerva', 'Leonardo Dantes', 'Cherri Coke', 'Mikan', 'Privan de Camp', 'Sonia Madoc', 'Supreme Deluxe', 'Verónica Romero', 'Marlène Mourreau']","['indie', 'pop', 'electro pop']",https://fanmusicfest.b-cdn.net/sites/default/files/325689581_699642208292761_3480253084647764725_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/311144775_5879912458686983_8357659861528839465_n.jpg?itok=iICzcx5K,False,3280782,2M - 3.2M,Marzo,False,Madrid,False,True,False,True
Festival Ochentero Sierra de Cádiz 2023,Plaza de toros cubierta de El Bosque,2023-03-18,2023-03-18,1,11670,36.757664,-5.51091,Cádiz,El Bosque,"['Mikel Erentxun', 'Jaime Urrutia', 'Rafa Sánchez']","['pop', 'folk', 'electro']",https://fanmusicfest.b-cdn.net/sites/default/files/ochentero_cartel.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/Cartel%20festival%20ochentero.jpeg?itok=0xNSooMI,False,2209,0 - 5K,Marzo,True,Andalucía,False,False,False,True
La Noche de Cadena 100 (2023),WiZink Center,2023-03-18,2023-03-18,1,28001,40.423951,-3.671837,Madrid,Madrid,"['Antonio Orozco', 'Pablo López', 'Ana Mena', 'Vanesa Martín', 'Andrés Suárez', 'Marlon', 'Abraham Mateo', 'Álvaro Soler', 'Benson Boone', 'Birdy', 'DePol', 'Lukas Graham', 'Vicco']","['pop', 'urban']",,,,3280782,2M - 3.2M,Marzo,False,Madrid,False,False,False,True
Polar Sound Festival 2023,Estación de Baqueira-Beret,2023-03-24,2023-03-25,2,25598,42.699753,0.929377,Lleida,Baqueira,"['Vetusta Morla', 'DJ Nano', 'Pignoise', 'Marlon', 'Sidecars', 'Taburete', 'Ardiya', 'Jose De Rico', 'Luigii Nieto', 'Paula Mattheus', 'Marlena', 'Coco Monteverde', 'Miguel Lara']","['indie pop', 'indie rock']",https://fanmusicfest.b-cdn.net/sites/default/files/320430451_1662478314166829_1742142358715602466_n.jpg,https://fanmusicfest.b-cdn.net/sites/default/files/styles/escrec_45x60/public/277247543_741387223911089_322728675954265977_n.jpg?itok=nWD8dbhb,False,1923,0 - 5K,Marzo,False,Cataluña,False,True,True,True
